instant,dteday,holiday,weathersit,temp,atemp,hum,windspeed,count,day_of_the_week,month,season
9648,2012-02-11,0,2,0.14,0.1061,0.39,0.3881,46,Saturday,February,Winter
9649,2012-02-11,0,3,0.12,0.0758,0.5,0.4925,20,Saturday,February,Winter
9650,2012-02-12,0,3,0.1,0.0758,0.68,0.3881,21,Sunday,February,Winter
9651,2012-02-12,0,3,0.08,0.0455,0.79,0.4627,24,Sunday,February,Winter
9652,2012-02-12,0,2,0.1,0.0606,0.58,0.5821,27,Sunday,February,Winter
9653,2012-02-12,0,2,0.1,0.0455,0.46,0.6866,14,Sunday,February,Winter
9654,2012-02-12,0,2,0.1,0.0455,0.46,0.7164,1,Sunday,February,Winter
9655,2012-02-12,0,1,0.1,0.0758,0.49,0.3881,3,Sunday,February,Winter
9656,2012-02-12,0,1,0.1,0.0758,0.49,0.3881,2,Sunday,February,Winter
9657,2012-02-12,0,1,0.08,0.0909,0.53,0.194,18,Sunday,February,Winter
9658,2012-02-12,0,1,0.08,0.0758,0.53,0.2537,26,Sunday,February,Winter
9659,2012-02-12,0,1,0.1,0.0909,0.49,0.2985,63,Sunday,February,Winter
9660,2012-02-12,0,1,0.12,0.1061,0.42,0.3582,91,Sunday,February,Winter
9661,2012-02-12,0,1,0.12,0.1061,0.42,0.2985,124,Sunday,February,Winter
9662,2012-02-12,0,1,0.14,0.0758,0.39,0.6418,140,Sunday,February,Winter
9663,2012-02-12,0,1,0.16,0.1212,0.4,0.4478,138,Sunday,February,Winter
9664,2012-02-12,0,1,0.16,0.1212,0.4,0.5224,111,Sunday,February,Winter
9665,2012-02-12,0,1,0.16,0.1212,0.4,0.5522,155,Sunday,February,Winter
9666,2012-02-12,0,1,0.2,0.1667,0.34,0.4627,164,Sunday,February,Winter
9667,2012-02-12,0,1,0.18,0.1515,0.37,0.4179,87,Sunday,February,Winter
9668,2012-02-12,0,1,0.16,0.1212,0.4,0.4627,96,Sunday,February,Winter
9669,2012-02-12,0,1,0.16,0.1364,0.4,0.2836,80,Sunday,February,Winter
9670,2012-02-12,0,1,0.14,0.1212,0.42,0.3284,57,Sunday,February,Winter
9671,2012-02-12,0,1,0.14,0.1212,0.43,0.2985,36,Sunday,February,Winter
9672,2012-02-12,0,1,0.14,0.1515,0.43,0.1642,28,Sunday,February,Winter
9673,2012-02-12,0,1,0.14,0.1364,0.43,0.2239,23,Sunday,February,Winter
9674,2012-02-13,0,1,0.14,0.1364,0.46,0.2239,9,Monday,February,Winter
9675,2012-02-13,0,1,0.12,0.1212,0.5,0.2239,6,Monday,February,Winter
9676,2012-02-13,0,1,0.14,0.1364,0.46,0.194,4,Monday,February,Winter
9677,2012-02-13,0,1,0.12,0.1515,0.54,0.1045,1,Monday,February,Winter
9678,2012-02-13,0,1,0.12,0.1667,0.54,0.0896,2,Monday,February,Winter
9679,2012-02-13,0,1,0.1,0.1212,0.58,0.1343,17,Monday,February,Winter
9680,2012-02-13,0,1,0.1,0.1061,0.54,0.2239,72,Monday,February,Winter
9681,2012-02-13,0,1,0.1,0.1061,0.54,0.194,195,Monday,February,Winter
9682,2012-02-13,0,1,0.1,0.1212,0.54,0.1343,417,Monday,February,Winter
9683,2012-02-13,0,1,0.12,0.1364,0.5,0.194,205,Monday,February,Winter
9684,2012-02-13,0,1,0.14,0.1515,0.5,0.1343,71,Monday,February,Winter
9685,2012-02-13,0,1,0.22,0.2273,0.37,0.194,90,Monday,February,Winter
9686,2012-02-13,0,1,0.28,0.2576,0.28,0.3284,118,Monday,February,Winter
9687,2012-02-13,0,1,0.32,0.303,0.22,0.2239,140,Monday,February,Winter
9688,2012-02-13,0,1,0.34,0.3485,0.23,0.1045,135,Monday,February,Winter
9689,2012-02-13,0,1,0.36,0.3485,0.27,0.1343,155,Monday,February,Winter
9690,2012-02-13,0,1,0.36,0.3485,0.23,0.194,211,Monday,February,Winter
9691,2012-02-13,0,1,0.36,0.3485,0.23,0.194,407,Monday,February,Winter
9692,2012-02-13,0,1,0.34,0.3182,0.25,0.2537,405,Monday,February,Winter
9693,2012-02-13,0,1,0.34,0.3333,0.25,0.1343,263,Monday,February,Winter
9694,2012-02-13,0,1,0.3,0.303,0.42,0.1642,214,Monday,February,Winter
9695,2012-02-13,0,1,0.28,0.2879,0.45,0.1343,147,Monday,February,Winter
9696,2012-02-13,0,1,0.26,0.2727,0.56,0.1045,102,Monday,February,Winter
9697,2012-02-13,0,1,0.28,0.3182,0.41,0.0,36,Monday,February,Winter
9698,2012-02-14,0,2,0.26,0.303,0.6,0.0,14,Tuesday,February,Winter
9699,2012-02-14,0,2,0.26,0.303,0.56,0.0,6,Tuesday,February,Winter
9700,2012-02-14,0,2,0.28,0.3182,0.41,0.0,3,Tuesday,February,Winter
9701,2012-02-14,0,2,0.26,0.303,0.52,0.0,3,Tuesday,February,Winter
9702,2012-02-14,0,2,0.26,0.2727,0.65,0.1045,2,Tuesday,February,Winter
9703,2012-02-14,0,2,0.26,0.2727,0.65,0.1045,22,Tuesday,February,Winter
9704,2012-02-14,0,2,0.26,0.303,0.56,0.0,90,Tuesday,February,Winter
9705,2012-02-14,0,2,0.24,0.2576,0.6,0.0896,280,Tuesday,February,Winter
9706,2012-02-14,0,2,0.24,0.2879,0.7,0.0,513,Tuesday,February,Winter
9707,2012-02-14,0,2,0.26,0.2879,0.56,0.0896,262,Tuesday,February,Winter
9708,2012-02-14,0,2,0.26,0.2727,0.6,0.1343,98,Tuesday,February,Winter
9709,2012-02-14,0,2,0.3,0.303,0.45,0.1642,112,Tuesday,February,Winter
9710,2012-02-14,0,2,0.3,0.2879,0.52,0.2239,172,Tuesday,February,Winter
9711,2012-02-14,0,2,0.36,0.3333,0.4,0.2537,173,Tuesday,February,Winter
9712,2012-02-14,0,1,0.4,0.4091,0.4,0.2239,124,Tuesday,February,Winter
9713,2012-02-14,0,2,0.42,0.4242,0.38,0.4478,145,Tuesday,February,Winter
9714,2012-02-14,0,1,0.42,0.4242,0.35,0.2985,266,Tuesday,February,Winter
9715,2012-02-14,0,1,0.42,0.4242,0.38,0.3582,523,Tuesday,February,Winter
9716,2012-02-14,0,2,0.38,0.3939,0.46,0.2985,406,Tuesday,February,Winter
9717,2012-02-14,0,2,0.36,0.3485,0.5,0.1642,281,Tuesday,February,Winter
9718,2012-02-14,0,2,0.38,0.3939,0.46,0.1343,184,Tuesday,February,Winter
9719,2012-02-14,0,2,0.36,0.3636,0.5,0.1045,109,Tuesday,February,Winter
9720,2012-02-14,0,2,0.36,0.3636,0.5,0.1045,77,Tuesday,February,Winter
9721,2012-02-14,0,2,0.36,0.3636,0.5,0.0896,57,Tuesday,February,Winter
9722,2012-02-15,0,1,0.32,0.3485,0.57,0.0,22,Wednesday,February,Winter
9723,2012-02-15,0,1,0.34,0.3636,0.53,0.0,5,Wednesday,February,Winter
9724,2012-02-15,0,1,0.3,0.3333,0.61,0.0,4,Wednesday,February,Winter
9725,2012-02-15,0,1,0.28,0.3182,0.75,0.0,3,Wednesday,February,Winter
9726,2012-02-15,0,1,0.28,0.2879,0.7,0.1045,1,Wednesday,February,Winter
9727,2012-02-15,0,1,0.28,0.2879,0.7,0.1045,25,Wednesday,February,Winter
9728,2012-02-15,0,1,0.3,0.303,0.61,0.1343,95,Wednesday,February,Winter
9729,2012-02-15,0,2,0.3,0.2879,0.65,0.194,321,Wednesday,February,Winter
9730,2012-02-15,0,1,0.32,0.2879,0.61,0.3582,515,Wednesday,February,Winter
9731,2012-02-15,0,1,0.32,0.303,0.61,0.3284,231,Wednesday,February,Winter
9732,2012-02-15,0,1,0.34,0.303,0.57,0.2985,120,Wednesday,February,Winter
9733,2012-02-15,0,1,0.36,0.3333,0.53,0.2836,138,Wednesday,February,Winter
9734,2012-02-15,0,1,0.38,0.3939,0.46,0.3881,163,Wednesday,February,Winter
9735,2012-02-15,0,1,0.4,0.4091,0.43,0.2836,170,Wednesday,February,Winter
9736,2012-02-15,0,1,0.42,0.4242,0.41,0.3582,134,Wednesday,February,Winter
9737,2012-02-15,0,1,0.42,0.4242,0.41,0.2239,171,Wednesday,February,Winter
9738,2012-02-15,0,1,0.42,0.4242,0.38,0.194,231,Wednesday,February,Winter
9739,2012-02-15,0,1,0.42,0.4242,0.38,0.194,487,Wednesday,February,Winter
9740,2012-02-15,0,1,0.4,0.4091,0.4,0.2239,468,Wednesday,February,Winter
9741,2012-02-15,0,1,0.38,0.3939,0.43,0.1642,311,Wednesday,February,Winter
9742,2012-02-15,0,1,0.36,0.3485,0.46,0.1642,211,Wednesday,February,Winter
9743,2012-02-15,0,1,0.34,0.3333,0.53,0.1642,178,Wednesday,February,Winter
9744,2012-02-15,0,1,0.34,0.3485,0.49,0.1045,107,Wednesday,February,Winter
9745,2012-02-15,0,1,0.34,0.3485,0.53,0.0896,58,Wednesday,February,Winter
9746,2012-02-16,0,2,0.3,0.303,0.7,0.1343,23,Thursday,February,Winter
9747,2012-02-16,0,2,0.3,0.3333,0.7,0.0,5,Thursday,February,Winter
9748,2012-02-16,0,2,0.3,0.3182,0.7,0.0896,7,Thursday,February,Winter
9749,2012-02-16,0,2,0.3,0.3333,0.61,0.0,1,Thursday,February,Winter
9750,2012-02-16,0,3,0.3,0.3182,0.7,0.0896,3,Thursday,February,Winter
9751,2012-02-16,0,2,0.3,0.3333,0.7,0.0,20,Thursday,February,Winter
9752,2012-02-16,0,2,0.3,0.3182,0.7,0.0896,87,Thursday,February,Winter
9753,2012-02-16,0,2,0.3,0.303,0.7,0.1343,288,Thursday,February,Winter
9754,2012-02-16,0,2,0.3,0.3182,0.7,0.0896,498,Thursday,February,Winter
9755,2012-02-16,0,2,0.3,0.303,0.7,0.1642,202,Thursday,February,Winter
9756,2012-02-16,0,3,0.32,0.3333,0.7,0.1343,44,Thursday,February,Winter
9757,2012-02-16,0,3,0.32,0.3333,0.7,0.1045,71,Thursday,February,Winter
9758,2012-02-16,0,3,0.32,0.3333,0.76,0.0896,45,Thursday,February,Winter
9759,2012-02-16,0,3,0.34,0.3182,0.71,0.2537,64,Thursday,February,Winter
9760,2012-02-16,0,3,0.32,0.3182,0.81,0.194,31,Thursday,February,Winter
9761,2012-02-16,0,3,0.34,0.3636,0.76,0.0,53,Thursday,February,Winter
9762,2012-02-16,0,3,0.34,0.3636,0.81,0.0,118,Thursday,February,Winter
9763,2012-02-16,0,3,0.34,0.3636,0.87,0.0,289,Thursday,February,Winter
9764,2012-02-16,0,3,0.34,0.3333,0.87,0.1343,353,Thursday,February,Winter
9765,2012-02-16,0,2,0.32,0.3182,0.87,0.1642,258,Thursday,February,Winter
9766,2012-02-16,0,2,0.32,0.3333,0.87,0.1343,216,Thursday,February,Winter
9767,2012-02-16,0,2,0.34,0.3485,0.81,0.1045,145,Thursday,February,Winter
9768,2012-02-16,0,2,0.32,0.3485,0.81,0.0,111,Thursday,February,Winter
9769,2012-02-16,0,1,0.32,0.3333,0.81,0.0896,73,Thursday,February,Winter
9770,2012-02-17,0,2,0.3,0.3333,0.87,0.0,34,Friday,February,Winter
9771,2012-02-17,0,2,0.3,0.3333,0.93,0.0,18,Friday,February,Winter
9772,2012-02-17,0,2,0.3,0.3182,0.93,0.1045,12,Friday,February,Winter
9773,2012-02-17,0,2,0.28,0.2879,0.93,0.1045,1,Friday,February,Winter
9774,2012-02-17,0,2,0.28,0.2727,0.93,0.194,1,Friday,February,Winter
9775,2012-02-17,0,2,0.28,0.2727,0.93,0.1642,16,Friday,February,Winter
9776,2012-02-17,0,2,0.28,0.2879,0.96,0.1343,71,Friday,February,Winter
9777,2012-02-17,0,2,0.28,0.2879,0.93,0.1045,226,Friday,February,Winter
9778,2012-02-17,0,2,0.26,0.303,1.0,0.0,520,Friday,February,Winter
9779,2012-02-17,0,2,0.26,0.303,1.0,0.0,283,Friday,February,Winter
9780,2012-02-17,0,1,0.34,0.3182,0.71,0.2836,116,Friday,February,Winter
9781,2012-02-17,0,1,0.36,0.3333,0.62,0.4179,142,Friday,February,Winter
9782,2012-02-17,0,1,0.38,0.3939,0.46,0.3881,198,Friday,February,Winter
9783,2012-02-17,0,1,0.4,0.4091,0.43,0.3582,205,Friday,February,Winter
9784,2012-02-17,0,1,0.4,0.4091,0.37,0.3582,170,Friday,February,Winter
9785,2012-02-17,0,1,0.42,0.4242,0.35,0.4179,221,Friday,February,Winter
9786,2012-02-17,0,1,0.42,0.4242,0.32,0.2985,307,Friday,February,Winter
9787,2012-02-17,0,1,0.42,0.4242,0.32,0.3284,465,Friday,February,Winter
9788,2012-02-17,0,1,0.4,0.4091,0.35,0.2537,377,Friday,February,Winter
9789,2012-02-17,0,1,0.38,0.3939,0.37,0.2239,282,Friday,February,Winter
9790,2012-02-17,0,1,0.4,0.4091,0.35,0.194,171,Friday,February,Winter
9791,2012-02-17,0,1,0.38,0.3939,0.37,0.194,129,Friday,February,Winter
9792,2012-02-17,0,1,0.36,0.3485,0.4,0.2239,107,Friday,February,Winter
9793,2012-02-17,0,1,0.36,0.3485,0.4,0.194,82,Friday,February,Winter
9794,2012-02-18,0,1,0.34,0.3333,0.42,0.1642,86,Saturday,February,Winter
9795,2012-02-18,0,1,0.32,0.3182,0.49,0.1642,45,Saturday,February,Winter
9796,2012-02-18,0,1,0.3,0.2879,0.61,0.2537,45,Saturday,February,Winter
9797,2012-02-18,0,1,0.28,0.2879,0.65,0.1045,18,Saturday,February,Winter
9798,2012-02-18,0,1,0.26,0.303,0.7,0.0,7,Saturday,February,Winter
9799,2012-02-18,0,1,0.24,0.2576,0.7,0.0896,1,Saturday,February,Winter
9800,2012-02-18,0,1,0.24,0.2879,0.7,0.0,9,Saturday,February,Winter
9801,2012-02-18,0,1,0.24,0.2879,0.7,0.0,41,Saturday,February,Winter
9802,2012-02-18,0,1,0.22,0.2727,0.87,0.0,102,Saturday,February,Winter
9803,2012-02-18,0,1,0.22,0.2424,0.8,0.1045,138,Saturday,February,Winter
9804,2012-02-18,0,1,0.26,0.2727,0.81,0.1045,205,Saturday,February,Winter
9805,2012-02-18,0,1,0.32,0.3333,0.57,0.1343,286,Saturday,February,Winter
9806,2012-02-18,0,1,0.36,0.3485,0.43,0.194,369,Saturday,February,Winter
9807,2012-02-18,0,1,0.4,0.4091,0.43,0.2836,384,Saturday,February,Winter
9808,2012-02-18,0,1,0.44,0.4394,0.35,0.3582,427,Saturday,February,Winter
9809,2012-02-18,0,1,0.42,0.4242,0.41,0.2537,499,Saturday,February,Winter
9810,2012-02-18,0,1,0.44,0.4394,0.44,0.3284,404,Saturday,February,Winter
9811,2012-02-18,0,1,0.48,0.4697,0.36,0.2836,364,Saturday,February,Winter
9812,2012-02-18,0,1,0.46,0.4545,0.38,0.2985,246,Saturday,February,Winter
9813,2012-02-18,0,1,0.44,0.4394,0.44,0.1642,188,Saturday,February,Winter
9814,2012-02-18,0,1,0.44,0.4394,0.44,0.1642,148,Saturday,February,Winter
9815,2012-02-18,0,1,0.44,0.4394,0.33,0.2985,114,Saturday,February,Winter
9816,2012-02-18,0,1,0.4,0.4091,0.4,0.4478,118,Saturday,February,Winter
9817,2012-02-18,0,2,0.36,0.3333,0.4,0.3881,74,Saturday,February,Winter
9818,2012-02-19,0,2,0.34,0.303,0.39,0.3582,74,Sunday,February,Winter
9819,2012-02-19,0,2,0.32,0.303,0.39,0.2537,72,Sunday,February,Winter
9820,2012-02-19,0,2,0.3,0.2879,0.36,0.2836,48,Sunday,February,Winter
9821,2012-02-19,0,2,0.3,0.2879,0.36,0.2239,15,Sunday,February,Winter
9822,2012-02-19,0,2,0.28,0.2576,0.41,0.3881,3,Sunday,February,Winter
9823,2012-02-19,0,2,0.26,0.2273,0.48,0.2985,2,Sunday,February,Winter
9824,2012-02-19,0,1,0.24,0.2121,0.52,0.3284,5,Sunday,February,Winter
9825,2012-02-19,0,2,0.24,0.2121,0.52,0.2836,14,Sunday,February,Winter
9826,2012-02-19,0,2,0.24,0.2273,0.56,0.194,56,Sunday,February,Winter
9827,2012-02-19,0,2,0.24,0.2273,0.56,0.2537,93,Sunday,February,Winter
9828,2012-02-19,0,2,0.26,0.2424,0.52,0.2537,191,Sunday,February,Winter
9829,2012-02-19,0,2,0.26,0.2273,0.56,0.3284,226,Sunday,February,Winter
9830,2012-02-19,0,2,0.28,0.2727,0.52,0.2537,255,Sunday,February,Winter
9831,2012-02-19,0,1,0.3,0.303,0.49,0.1642,261,Sunday,February,Winter
9832,2012-02-19,0,2,0.32,0.3182,0.45,0.194,237,Sunday,February,Winter
9833,2012-02-19,0,2,0.3,0.2879,0.49,0.194,253,Sunday,February,Winter
9834,2012-02-19,0,2,0.32,0.303,0.45,0.2836,212,Sunday,February,Winter
9835,2012-02-19,0,2,0.3,0.2879,0.49,0.2537,157,Sunday,February,Winter
9836,2012-02-19,0,2,0.3,0.2727,0.49,0.3284,167,Sunday,February,Winter
9837,2012-02-19,0,2,0.3,0.2879,0.52,0.2537,119,Sunday,February,Winter
9838,2012-02-19,0,2,0.3,0.2879,0.52,0.2836,103,Sunday,February,Winter
9839,2012-02-19,0,3,0.26,0.2576,0.65,0.1642,36,Sunday,February,Winter
9840,2012-02-19,0,3,0.24,0.2576,0.75,0.0896,55,Sunday,February,Winter
9841,2012-02-19,0,2,0.22,0.2273,0.93,0.1642,35,Sunday,February,Winter
9842,2012-02-20,1,2,0.24,0.2576,0.87,0.0896,41,Monday,February,Winter
9843,2012-02-20,1,2,0.24,0.2576,0.87,0.0896,15,Monday,February,Winter
9844,2012-02-20,1,2,0.24,0.2576,0.87,0.0896,20,Monday,February,Winter
9845,2012-02-20,1,2,0.24,0.2273,0.81,0.194,8,Monday,February,Winter
9846,2012-02-20,1,2,0.24,0.2121,0.6,0.3582,6,Monday,February,Winter
9847,2012-02-20,1,1,0.24,0.197,0.52,0.4179,10,Monday,February,Winter
9848,2012-02-20,1,2,0.22,0.197,0.55,0.3284,44,Monday,February,Winter
9849,2012-02-20,1,1,0.2,0.1818,0.59,0.3582,120,Monday,February,Winter
9850,2012-02-20,1,1,0.2,0.1818,0.59,0.3582,110,Monday,February,Winter
9851,2012-02-20,1,1,0.22,0.197,0.55,0.4478,143,Monday,February,Winter
9852,2012-02-20,1,1,0.26,0.2273,0.48,0.3582,208,Monday,February,Winter
9853,2012-02-20,1,1,0.28,0.2727,0.45,0.2239,281,Monday,February,Winter
9854,2012-02-20,1,1,0.3,0.2879,0.42,0.2836,312,Monday,February,Winter
9855,2012-02-20,1,1,0.32,0.3182,0.36,0.194,263,Monday,February,Winter
9856,2012-02-20,1,1,0.34,0.3182,0.34,0.2239,289,Monday,February,Winter
9857,2012-02-20,1,1,0.36,0.3788,0.29,0.1045,280,Monday,February,Winter
9858,2012-02-20,1,1,0.38,0.3939,0.27,0.2537,253,Monday,February,Winter
9859,2012-02-20,1,1,0.34,0.3182,0.34,0.2239,242,Monday,February,Winter
9860,2012-02-20,1,1,0.34,0.3182,0.34,0.2239,172,Monday,February,Winter
9861,2012-02-20,1,1,0.34,0.3333,0.34,0.194,126,Monday,February,Winter
9862,2012-02-20,1,1,0.3,0.303,0.39,0.1642,98,Monday,February,Winter
9863,2012-02-20,1,1,0.3,0.3182,0.45,0.0896,62,Monday,February,Winter
9864,2012-02-20,1,1,0.3,0.3333,0.39,0.0,26,Monday,February,Winter
9865,2012-02-21,0,1,0.26,0.303,0.65,0.0,12,Tuesday,February,Winter
9866,2012-02-21,0,1,0.26,0.303,0.56,0.0,7,Tuesday,February,Winter
9867,2012-02-21,0,1,0.24,0.2879,0.6,0.0,3,Tuesday,February,Winter
9868,2012-02-21,0,1,0.22,0.2727,0.64,0.0,2,Tuesday,February,Winter
9869,2012-02-21,0,1,0.2,0.2576,0.69,0.0,15,Tuesday,February,Winter
9870,2012-02-21,0,1,0.2,0.2576,0.75,0.0,86,Tuesday,February,Winter
9871,2012-02-21,0,1,0.22,0.2727,0.64,0.0,279,Tuesday,February,Winter
9872,2012-02-21,0,1,0.2,0.2273,0.69,0.0896,464,Tuesday,February,Winter
9873,2012-02-21,0,1,0.2,0.2273,0.75,0.1045,217,Tuesday,February,Winter
9874,2012-02-21,0,1,0.24,0.2273,0.7,0.194,85,Tuesday,February,Winter
9875,2012-02-21,0,2,0.26,0.2424,0.7,0.2836,86,Tuesday,February,Winter
9876,2012-02-21,0,2,0.3,0.2727,0.56,0.3881,163,Tuesday,February,Winter
9877,2012-02-21,0,1,0.34,0.303,0.49,0.4179,131,Tuesday,February,Winter
9878,2012-02-21,0,2,0.32,0.2879,0.53,0.3881,124,Tuesday,February,Winter
9879,2012-02-21,0,1,0.34,0.303,0.49,0.4179,160,Tuesday,February,Winter
9880,2012-02-21,0,1,0.36,0.3333,0.46,0.4179,254,Tuesday,February,Winter
9881,2012-02-21,0,1,0.38,0.3939,0.4,0.4478,432,Tuesday,February,Winter
9882,2012-02-21,0,1,0.38,0.3939,0.4,0.4478,425,Tuesday,February,Winter
9883,2012-02-21,0,1,0.36,0.3333,0.46,0.2985,304,Tuesday,February,Winter
9884,2012-02-21,0,1,0.34,0.3182,0.53,0.2537,227,Tuesday,February,Winter
9885,2012-02-21,0,1,0.34,0.3333,0.61,0.1642,154,Tuesday,February,Winter
9886,2012-02-21,0,2,0.34,0.3333,0.71,0.194,100,Tuesday,February,Winter
9887,2012-02-21,0,1,0.32,0.303,0.66,0.2239,47,Tuesday,February,Winter
9888,2012-02-22,0,1,0.32,0.303,0.66,0.2239,24,Wednesday,February,Winter
9889,2012-02-22,0,1,0.32,0.3333,0.7,0.1343,7,Wednesday,February,Winter
9890,2012-02-22,0,1,0.34,0.3182,0.66,0.2836,6,Wednesday,February,Winter
9891,2012-02-22,0,2,0.34,0.3182,0.71,0.2239,4,Wednesday,February,Winter
9892,2012-02-22,0,1,0.34,0.3333,0.71,0.1642,2,Wednesday,February,Winter
9893,2012-02-22,0,1,0.32,0.3333,0.7,0.1045,30,Wednesday,February,Winter
9894,2012-02-22,0,1,0.32,0.3182,0.76,0.1642,90,Wednesday,February,Winter
9895,2012-02-22,0,1,0.32,0.3333,0.76,0.0896,302,Wednesday,February,Winter
9896,2012-02-22,0,1,0.3,0.3182,0.75,0.0896,576,Wednesday,February,Winter
9897,2012-02-22,0,1,0.32,0.3333,0.7,0.0896,252,Wednesday,February,Winter
9898,2012-02-22,0,1,0.34,0.3485,0.71,0.0896,139,Wednesday,February,Winter
9899,2012-02-22,0,1,0.36,0.3485,0.66,0.1642,171,Wednesday,February,Winter
9900,2012-02-22,0,1,0.4,0.4091,0.62,0.2836,207,Wednesday,February,Winter
9901,2012-02-22,0,1,0.42,0.4242,0.54,0.2985,190,Wednesday,February,Winter
9902,2012-02-22,0,1,0.44,0.4394,0.54,0.3284,177,Wednesday,February,Winter
9903,2012-02-22,0,1,0.5,0.4848,0.31,0.4179,195,Wednesday,February,Winter
9904,2012-02-22,0,1,0.52,0.5,0.29,0.4627,298,Wednesday,February,Winter
9905,2012-02-22,0,1,0.52,0.5,0.32,0.3881,529,Wednesday,February,Winter
9906,2012-02-22,0,2,0.48,0.4697,0.41,0.3284,525,Wednesday,February,Winter
9907,2012-02-22,0,2,0.46,0.4545,0.44,0.2836,327,Wednesday,February,Winter
9908,2012-02-22,0,2,0.44,0.4394,0.47,0.194,274,Wednesday,February,Winter
9909,2012-02-22,0,2,0.48,0.4697,0.33,0.2836,239,Wednesday,February,Winter
9910,2012-02-22,0,2,0.44,0.4394,0.47,0.2537,147,Wednesday,February,Winter
9911,2012-02-22,0,2,0.46,0.4545,0.41,0.2836,62,Wednesday,February,Winter
9912,2012-02-23,0,2,0.44,0.4394,0.47,0.2537,42,Thursday,February,Winter
9913,2012-02-23,0,2,0.44,0.4394,0.58,0.2836,15,Thursday,February,Winter
9914,2012-02-23,0,2,0.44,0.4394,0.62,0.2239,9,Thursday,February,Winter
9915,2012-02-23,0,3,0.44,0.4394,0.67,0.194,6,Thursday,February,Winter
9916,2012-02-23,0,1,0.4,0.4091,0.76,0.2239,1,Thursday,February,Winter
9917,2012-02-23,0,1,0.4,0.4091,0.76,0.2239,32,Thursday,February,Winter
9918,2012-02-23,0,1,0.36,0.3485,0.87,0.194,91,Thursday,February,Winter
9919,2012-02-23,0,1,0.36,0.3485,0.81,0.2239,326,Thursday,February,Winter
9920,2012-02-23,0,1,0.34,0.3333,0.87,0.194,560,Thursday,February,Winter
9921,2012-02-23,0,1,0.36,0.3333,0.81,0.2537,242,Thursday,February,Winter
9922,2012-02-23,0,1,0.42,0.4242,0.67,0.194,148,Thursday,February,Winter
9923,2012-02-23,0,1,0.48,0.4697,0.48,0.2836,182,Thursday,February,Winter
9924,2012-02-23,0,1,0.5,0.4848,0.42,0.2537,224,Thursday,February,Winter
9925,2012-02-23,0,1,0.52,0.5,0.39,0.194,218,Thursday,February,Winter
9926,2012-02-23,0,1,0.54,0.5152,0.37,0.2537,192,Thursday,February,Winter
9927,2012-02-23,0,1,0.54,0.5152,0.33,0.1343,217,Thursday,February,Winter
9928,2012-02-23,0,1,0.56,0.5303,0.32,0.0,343,Thursday,February,Winter
9929,2012-02-23,0,1,0.54,0.5152,0.32,0.1642,610,Thursday,February,Winter
9930,2012-02-23,0,1,0.54,0.5152,0.37,0.1343,522,Thursday,February,Winter
9931,2012-02-23,0,1,0.5,0.4848,0.39,0.0896,369,Thursday,February,Winter
9932,2012-02-23,0,1,0.46,0.4545,0.44,0.1343,269,Thursday,February,Winter
9933,2012-02-23,0,1,0.44,0.4394,0.51,0.2239,222,Thursday,February,Winter
9934,2012-02-23,0,1,0.44,0.4394,0.54,0.2537,137,Thursday,February,Winter
9935,2012-02-23,0,1,0.44,0.4394,0.54,0.0,85,Thursday,February,Winter
9936,2012-02-24,0,2,0.44,0.4394,0.58,0.0896,46,Friday,February,Winter
9937,2012-02-24,0,1,0.44,0.4394,0.62,0.194,18,Friday,February,Winter
9938,2012-02-24,0,3,0.42,0.4242,0.77,0.2836,5,Friday,February,Winter
9939,2012-02-24,0,1,0.42,0.4242,0.82,0.1343,5,Friday,February,Winter
9940,2012-02-24,0,1,0.4,0.4091,0.87,0.1343,2,Friday,February,Winter
9941,2012-02-24,0,2,0.4,0.4091,0.87,0.194,26,Friday,February,Winter
9942,2012-02-24,0,2,0.4,0.4091,0.87,0.1642,82,Friday,February,Winter
9943,2012-02-24,0,2,0.4,0.4091,0.76,0.2239,272,Friday,February,Winter
9944,2012-02-24,0,2,0.38,0.3939,0.76,0.3284,469,Friday,February,Winter
9945,2012-02-24,0,3,0.36,0.3333,0.81,0.2537,244,Friday,February,Winter
9946,2012-02-24,0,3,0.36,0.3485,0.81,0.1642,141,Friday,February,Winter
9947,2012-02-24,0,2,0.36,0.3636,0.81,0.1045,163,Friday,February,Winter
9948,2012-02-24,0,2,0.4,0.4091,0.76,0.1343,228,Friday,February,Winter
9949,2012-02-24,0,2,0.42,0.4242,0.71,0.1045,183,Friday,February,Winter
9950,2012-02-24,0,2,0.46,0.4545,0.67,0.1045,31,Friday,February,Winter
9951,2012-02-24,0,3,0.4,0.4091,0.87,0.194,94,Friday,February,Winter
9952,2012-02-24,0,3,0.4,0.4091,0.87,0.194,178,Friday,February,Winter
9953,2012-02-24,0,3,0.42,0.4242,0.94,0.1045,256,Friday,February,Winter
9954,2012-02-24,0,2,0.42,0.4242,0.94,0.0,300,Friday,February,Winter
9955,2012-02-24,0,2,0.44,0.4394,0.88,0.1045,233,Friday,February,Winter
9956,2012-02-24,0,1,0.44,0.4394,0.62,0.4179,167,Friday,February,Winter
9957,2012-02-24,0,1,0.42,0.4242,0.35,0.8059999999999999,152,Friday,February,Winter
9958,2012-02-24,0,1,0.4,0.4091,0.37,0.5821,106,Friday,February,Winter
9959,2012-02-24,0,1,0.38,0.3939,0.37,0.6866,86,Friday,February,Winter
